% Model:              JH_2804_pulse_hyperelastic_NeoHook.mph
% Version:            COMSOL 6.3.0.420
% Date:               Apr 28 2026, 16:18
% Dimension:          0
% Nodes:              84096
% Expressions:        7
% Description:        Point Probe 1, Positive current, Point Probe 3, Displacement, Open-circuit cell voltage, Battery cell state of charge, 
% u_par                   C_par                    t                        E_cell (V)               -I_1C * A_cell (A)       Rx_cell (N)              u_par*u_pre (m)          E_ocv_cell (V)           soc_cell (1)             -I_1C * A_cell * wv1(t)
28.9                      0.89                     550                      4.0291818513961575       4.43061179696187         1.414093124288723E8      -4.153869362363919E-5    4.104447012191333        0.864027777777778        4.43061179696187
28.9                      0.89                     551                      4.028904584791425        4.43061179696187         1.4141355918470538E8     -4.153869362363919E-5    4.1041657142150045       0.8637805555555557       4.43061179696187
28.9                      0.89                     552                      4.0286284488094575       4.43061179696187         1.4141780604800642E8     -4.153869362363919E-5    4.103884416238675        0.8635333333333335       4.43061179696187
28.9                      0.89                     553                      4.028364684085124        4.43061179696187         1.4142205303067273E8     -4.153869362363919E-5    4.103603118262347        0.8632861111111114       4.43061179696187
28.9                      0.89                     554                      4.028101281698199        4.43061179696187         1.414263001193568E8      -4.153869362363919E-5    4.103321820286019        0.8630388888888891       4.43061179696187
28.9                      0.89                     555                      4.0278382416486815       4.43061179696187         1.4143054731403917E8     -4.153869362363919E-5    4.10304052230969         0.862791666666667        4.43061179696187
28.9                      0.89                     556                      4.027575563936572        4.43061179696187         1.4143479461470276E8     -4.153869362363919E-5    4.1027592243333615       0.8625444444444448       4.43061179696187
28.9                      0.89                     557                      4.02731324856187         4.43061179696187         1.414390420213297E8      -4.153869362363919E-5    4.102478237242506        0.8622972222222226       4.43061179696187
28.9                      0.89                     558                      4.0270512955245765       4.43061179696187         1.414432895339018E8      -4.153869362363919E-5    4.102197285199824        0.8620500000000001       4.43061179696187
28.9                      0.89                     559                      4.026789704824692        4.43061179696187         1.4144753715240684E8     -4.153869362363919E-5    4.101916333157142        0.861802777777778        4.43061179696187
28.9                      0.89                     560                      4.026528476462214        4.43061179696187         1.4145178487682328E8     -4.153869362363919E-5    4.10163538111446         0.8615555555555556       4.43061179696187
28.9                      0.89                     561                      4.026267610437144        4.43061179696187         1.4145603270712575E8     -4.153869362363919E-5    4.101354429071778        0.8613083333333337       4.43061179696187
28.9                      0.89                     562                      4.026007106749482        4.43061179696187         1.4146028064330527E8     -4.153869362363919E-5    4.101073477029095        0.8610611111111113       4.43061179696187
28.9                      0.89                     563                      4.025746965399228        4.43061179696187         1.4146452868534374E8     -4.153869362363919E-5    4.100792524986412        0.8608138888888893       4.43061179696187
28.9                      0.89                     564                      4.025487186386383        4.43061179696187         1.4146877683322218E8     -4.153869362363919E-5    4.10051157294373         0.860566666666667        4.43061179696187
28.9                      0.89                     565                      4.025227769710945        4.43061179696187         1.4147302508691517E8     -4.153869362363919E-5    4.100230620901049        0.8603194444444449       4.43061179696187
28.9                      0.89                     566                      4.024968715372915        4.43061179696187         1.4147727344641712E8     -4.153869362363919E-5    4.099949668858366        0.8600722222222225       4.43061179696187
28.9                      0.89                     567                      4.024710023372293        4.43061179696187         1.4148152191170555E8     -4.153869362363919E-5    4.099668716815684        0.8598250000000002       4.43061179696187
28.9                      0.89                     568                      4.0244516937090795       4.43061179696187         1.4148577048275802E8     -4.153869362363919E-5    4.099387764773001        0.8595777777777781       4.43061179696187
28.9                      0.89                     569                      4.024193726383274        4.43061179696187         1.4149001915956065E8     -4.153869362363919E-5    4.0991068127303185       0.8593305555555558       4.43061179696187
28.9                      0.89                     570                      4.023936121394875        4.43061179696187         1.414942679420967E8      -4.153869362363919E-5    4.0988258606876355       0.8590833333333335       4.43061179696187
28.9                      0.89                     571                      4.023678878743886        4.43061179696187         1.4149851683034867E8     -4.153869362363919E-5    4.0985449086449535       0.8588361111111111       4.43061179696187
28.9                      0.89                     572                      4.023421998430304        4.43061179696187         1.415027658242953E8      -4.153869362363919E-5    4.098263956602272        0.8585888888888891       4.43061179696187
28.9                      0.89                     573                      4.0231654804541295       4.43061179696187         1.4150701492392278E8     -4.153869362363919E-5    4.097983004559589        0.8583416666666668       4.43061179696187
28.9                      0.89                     574                      4.022909324815364        4.43061179696187         1.4151126412920466E8     -4.153869362363919E-5    4.097702052516907        0.8580944444444447       4.43061179696187
28.9                      0.89                     575                      4.022653531514005        4.43061179696187         1.415155134401389E8      -4.153869362363919E-5    4.097421100474224        0.8578472222222225       4.43061179696187
28.9                      0.89                     576                      4.022398100550055        4.43061179696187         1.4151976285668778E8     -4.153869362363919E-5    4.097140148431542        0.8576000000000001       4.43061179696187
28.9                      0.89                     577                      4.022143031923513        4.43061179696187         1.4152401237885255E8     -4.153869362363919E-5    4.09685919638886         0.857352777777778        4.43061179696187
28.9                      0.89                     578                      4.021888325634379        4.43061179696187         1.415282620066026E8      -4.153869362363919E-5    4.096578244346178        0.8571055555555559       4.43061179696187
28.9                      0.89                     579                      4.021633981682653        4.43061179696187         1.415325117399274E8      -4.153869362363919E-5    4.096297292303496        0.8568583333333337       4.43061179696187
28.9                      0.89                     580                      4.021380000068334        4.43061179696187         1.415367615788023E8      -4.153869362363919E-5    4.096016340260813        0.8566111111111112       4.43061179696187
28.9                      0.89                     581                      4.021126380791424        4.43061179696187         1.415410115232193E8      -4.153869362363919E-5    4.095735388218131        0.8563638888888893       4.43061179696187
28.9                      0.89                     582                      4.0208731238519215       4.43061179696187         1.4154526157314828E8     -4.153869362363919E-5    4.095454436175449        0.856116666666667        4.43061179696187
28.9                      0.89                     583                      4.020620229249827        4.43061179696187         1.4154951172858036E8     -4.153869362363919E-5    4.095173484132766        0.8558694444444448       4.43061179696187
28.9                      0.89                     584                      4.020367696985142        4.43061179696187         1.4155376198948973E8     -4.153869362363919E-5    4.094892532090084        0.8556222222222225       4.43061179696187
28.9                      0.89                     585                      4.020115527057863        4.43061179696187         1.415580123558731E8      -4.153869362363919E-5    4.0946115800474026       0.8553750000000001       4.43061179696187
28.9                      0.89                     586                      4.019863719467993        4.43061179696187         1.415622628277012E8      -4.153869362363919E-5    4.09433062800472         0.855127777777778        4.43061179696187
28.9                      0.89                     587                      4.01961227421553         4.43061179696187         1.4156651340495604E8     -4.153869362363919E-5    4.094049675962037        0.8548805555555558       4.43061179696187
28.9                      0.89                     588                      4.019361191300475        4.43061179696187         1.4157076408762452E8     -4.153869362363919E-5    4.0937687239193545       0.8546333333333336       4.43061179696187
28.9                      0.89                     589                      4.019110470722829        4.43061179696187         1.415750148756832E8      -4.153869362363919E-5    4.0934877718766725       0.8543861111111112       4.43061179696187
28.9                      0.89                     590                      4.0188601124825905       4.43061179696187         1.4157926576912346E8     -4.153869362363919E-5    4.09320681983399         0.8541388888888891       4.43061179696187
28.9                      0.89                     591                      4.01861011657976         4.43061179696187         1.4158351676791927E8     -4.153869362363919E-5    4.092925867791308        0.8538916666666669       4.43061179696187
28.9                      0.89                     592                      4.0183604830143365       4.43061179696187         1.4158776787205875E8     -4.153869362363919E-5    4.092644915748625        0.8536444444444445       4.43061179696187
28.9                      0.89                     593                      4.018111211786322        4.43061179696187         1.4159201908151498E8     -4.153869362363919E-5    4.092363963705942        0.8533972222222224       4.43061179696187
28.9                      0.89                     594                      4.017862302895716        4.43061179696187         1.415962703962797E8      -4.153869362363919E-5    4.09208301166326         0.8531500000000004       4.43061179696187
28.9                      0.89                     595                      4.017613756342517        4.43061179696187         1.4160052181633025E8     -4.153869362363919E-5    4.091802059620578        0.852902777777778        4.43061179696187
28.9                      0.89                     596                      4.017365572126726        4.43061179696187         1.416047733416497E8      -4.153869362363919E-5    4.091521107577896        0.8526555555555558       4.43061179696187
28.9                      0.89                     597                      4.017117750248343        4.43061179696187         1.4160902497222167E8     -4.153869362363919E-5    4.091240155535214        0.8524083333333335       4.43061179696187
28.9                      0.89                     598                      4.016870290707368        4.43061179696187         1.4161327670802903E8     -4.153869362363919E-5    4.090959203492531        0.8521611111111111       4.43061179696187
28.9                      0.89                     599                      4.016623193503802        4.43061179696187         1.4161752854904938E8     -4.153869362363919E-5    4.090678251449849        0.8519138888888892       4.43061179696187
28.9                      0.89                     600                      4.016376458637643        4.43061179696187         1.4162178049526986E8     -4.153869362363919E-5    4.090397299407167        0.8516666666666669       4.43061179696187
28.9                      0.89                     601                      4.016130086108892        4.43061179696187         1.4162603254667106E8     -4.153869362363919E-5    4.090116347364485        0.8514194444444446       4.43061179696187
28.9                      0.89                     602                      4.0158840759175485       4.43061179696187         1.4163028470323142E8     -4.153869362363919E-5    4.089835395321803        0.8511722222222223       4.43061179696187
28.9                      0.89                     603                      4.015638428063614        4.43061179696187         1.4163453696493936E8     -4.153869362363919E-5    4.089554443279121        0.850925                 4.43061179696187
28.9                      0.89                     604                      4.0153931425470875       4.43061179696187         1.4163878933177805E8     -4.153869362363919E-5    4.089273594053914        0.850677777777778        4.43061179696187
28.9                      0.89                     605                      4.015148219367968        4.43061179696187         1.4164304180372274E8     -4.153869362363919E-5    4.088992938988431        0.8504305555555558       4.43061179696187
28.9                      0.89                     606                      4.014903658526257        4.43061179696187         1.4164729438075963E8     -4.153869362363919E-5    4.088712283922951        0.8501833333333336       4.43061179696187
28.9                      0.89                     607                      4.014659460021954        4.43061179696187         1.416515470628699E8      -4.153869362363919E-5    4.088431628857469        0.8499361111111113       4.43061179696187
28.9                      0.89                     608                      4.014415623855058        4.43061179696187         1.4165579985003805E8     -4.153869362363919E-5    4.088150973791988        0.849688888888889        4.43061179696187
28.9                      0.89                     609                      4.014172150025572        4.43061179696187         1.4166005274224418E8     -4.153869362363919E-5    4.087870318726506        0.8494416666666668       4.43061179696187
28.9                      0.89                     610                      4.013929038533492        4.43061179696187         1.4166430573947194E8     -4.153869362363919E-5    4.087589663661024        0.8491944444444448       4.43061179696187
28.9                      0.89                     611                      4.013686289378821        4.43061179696187         1.4166855884169745E8     -4.153869362363919E-5    4.087309008595542        0.8489472222222225       4.43061179696187
28.9                      0.89                     612                      4.013443902561558        4.43061179696187         1.4167281204890916E8     -4.153869362363919E-5    4.08702835353006         0.8487000000000002       4.43061179696187
28.9                      0.89                     613                      4.013201878081702        4.43061179696187         1.4167706536109304E8     -4.153869362363919E-5    4.086747698464579        0.848452777777778        4.43061179696187
28.9                      0.89                     614                      4.0129602159392554       4.43061179696187         1.416813187782244E8      -4.153869362363919E-5    4.086467043399098        0.848205555555556        4.43061179696187
28.9                      0.89                     615                      4.012718916134216        4.43061179696187         1.416855723002885E8      -4.153869362363919E-5    4.0861863883336165       0.8479583333333336       4.43061179696187
28.9                      0.89                     616                      4.012477978666584        4.43061179696187         1.416898259272675E8      -4.153869362363919E-5    4.085905733268135        0.8477111111111113       4.43061179696187
28.9                      0.89                     617                      4.012237403536361        4.43061179696187         1.4169407965914434E8     -4.153869362363919E-5    4.0856250782026535       0.8474638888888891       4.43061179696187
28.9                      0.89                     618                      4.0119971907435446       4.43061179696187         1.4169833349589705E8     -4.153869362363919E-5    4.0853444231371725       0.8472166666666668       4.43061179696187
28.9                      0.89                     619                      4.011757340288138        4.43061179696187         1.417025874375104E8      -4.153869362363919E-5    4.085063768071691        0.8469694444444448       4.43061179696187
28.9                      0.89                     620                      4.0115178521701385       4.43061179696187         1.4170684148396808E8     -4.153869362363919E-5    4.0847831130062096       0.8467222222222226       4.43061179696187
28.9                      0.89                     621                      4.011278726389547        4.43061179696187         1.4171109563525137E8     -4.153869362363919E-5    4.084502457940728        0.8464750000000002       4.43061179696187
28.9                      0.89                     622                      4.011039962946363        4.43061179696187         1.4171534989134258E8     -4.153869362363919E-5    4.084221802875247        0.846227777777778        4.43061179696187
28.9                      0.89                     623                      4.010801561840587        4.43061179696187         1.4171960425222388E8     -4.153869362363919E-5    4.083941147809766        0.8459805555555558       4.43061179696187
28.9                      0.89                     624                      4.0105635230722205       4.43061179696187         1.4172385871788093E8     -4.153869362363919E-5    4.083660492744283        0.8457333333333334       4.43061179696187
28.9                      0.89                     625                      4.01032584664126         4.43061179696187         1.4172811328828898E8     -4.153869362363919E-5    4.083379837678803        0.8454861111111113       4.43061179696187
28.9                      0.89                     626                      4.010088532547709        4.43061179696187         1.4173236796343347E8     -4.153869362363919E-5    4.083099182613321        0.8452388888888892       4.43061179696187
28.9                      0.89                     627                      4.0098515807915645       4.43061179696187         1.4173662274330035E8     -4.153869362363919E-5    4.082818527547839        0.8449916666666669       4.43061179696187
28.9                      0.89                     628                      4.009605222672245        4.43061179696187         1.4174087765280825E8     -4.153869362363919E-5    4.082537872482359        0.8447444444444446       4.43061179696187
28.9                      0.89                     629                      4.00935739159117         4.43061179696187         1.4174513267233208E8     -4.153869362363919E-5    4.082257217416877        0.8444972222222226       4.43061179696187
28.9                      0.89                     630                      4.009109625105996        4.43061179696187         1.417493877980033E8      -4.153869362363919E-5    4.081976562351395        0.8442500000000003       4.43061179696187
28.9                      0.89                     631                      4.00886192321672         4.43061179696187         1.4175364302982908E8     -4.153869362363919E-5    4.081695907285913        0.8440027777777781       4.43061179696187
28.9                      0.89                     632                      4.008614285923347        4.43061179696187         1.4175789836781338E8     -4.153869362363919E-5    4.081415252220432        0.8437555555555559       4.43061179696187
28.9                      0.89                     633                      4.008366713225873        4.43061179696187         1.4176215381197464E8     -4.153869362363919E-5    4.08113459715495         0.8435083333333334       4.43061179696187
28.9                      0.89                     634                      4.008119205124298        4.43061179696187         1.4176640936231405E8     -4.153869362363919E-5    4.080853942089469        0.8432611111111113       4.43061179696187
28.9                      0.89                     635                      4.007871761618624        4.43061179696187         1.4177066501885006E8     -4.153869362363919E-5    4.080573287023988        0.8430138888888892       0.015450877143680156
28.9                      0.89                     636                      4.0076243827088485       4.43061179696187         1.4177492078158373E8     -4.153869362363919E-5    4.080292631958505        0.8427666666666669       0
28.9                      0.89                     637                      4.007377068394974        4.43061179696187         1.4177917665052405E8     -4.153869362363919E-5    4.080011976893024        0.8425194444444447       0
28.9                      0.89                     638                      4.007129818676999        4.43061179696187         1.417834326256876E8      -4.153869362363919E-5    4.079731321827542        0.8422722222222226       0
28.9                      0.89                     639                      4.006882633554925        4.43061179696187         1.4178768870707366E8     -4.153869362363919E-5    4.079450666762061        0.8420250000000004       0
28.9                      0.89                     640                      4.006635513028749        4.43061179696187         1.4179194489470506E8     -4.153869362363919E-5    4.079170011696579        0.8417777777777782       0
28.9                      0.89                     641                      4.006388457098476        4.43061179696187         1.417962011885761E8      -4.153869362363919E-5    4.078889356631098        0.8415305555555559       0
28.9                      0.89                     642                      4.006141465764101        4.43061179696187         1.418004575887116E8      -4.153869362363919E-5    4.078608701565616        0.8412833333333335       0
28.9                      0.89                     643                      4.0058945390256255       4.43061179696187         1.4180471409510645E8     -4.153869362363919E-5    4.078328046500135        0.8410361111111114       0
28.9                      0.89                     644                      4.005647676883051        4.43061179696187         1.4180897070777354E8     -4.153869362363919E-5    4.078047391434654        0.840788888888889        0
28.9                      0.89                     645                      4.005400879336376        4.43061179696187         1.4181322742673096E8     -4.153869362363919E-5    4.077766736369172        0.8405416666666669       0
28.9                      0.89                     646                      4.005154146385601        4.43061179696187         1.4181748425197488E8     -4.153869362363919E-5    4.077486081303691        0.8402944444444447       0
28.9                      0.89                     647                      4.004907478030726        4.43061179696187         1.4182174118352422E8     -4.153869362363919E-5    4.077205426238209        0.8400472222222224       0
28.9                      0.89                     648                      4.004660874271751        4.43061179696187         1.4182599822137597E8     -4.153869362363919E-5    4.076924771172728        0.8398000000000004       0
28.9                      0.89                     649                      4.004414335108676        4.43061179696187         1.418302553655584E8      -4.153869362363919E-5    4.076644116107246        0.8395527777777781       0
28.9                      0.89                     650                      4.004167860541501        4.43061179696187         1.418345126160704E8      -4.153869362363919E-5    4.0763634610417645       0.8393055555555559       0
28.9                      0.89                     651                      4.003921450570226        4.43061179696187         1.4183876997291708E8     -4.153869362363919E-5    4.0760828059762835       0.8390583333333335       0
28.9                      0.89                     652                      4.003675105194851        4.43061179696187         1.418430274361111E8      -4.153869362363919E-5    4.075802350462554        0.8388111111111114       0
28.9                      0.89                     653                      4.0034288244153755       4.43061179696187         1.4184728500566483E8     -4.153869362363919E-5    4.075521946803561        0.8385638888888892       0
28.9                      0.89                     654                      4.003182608231801        4.43061179696187         1.4185154268158633E8     -4.153869362363919E-5    4.0752415431445685       0.8383166666666672       0
28.9                      0.89                     655                      4.002936456644124        4.43061179696187         1.4185580046388385E8     -4.153869362363919E-5    4.074961139485575        0.8380694444444446       0
28.9                      0.89                     656                      4.00269036965235         4.43061179696187         1.4186005835256314E8     -4.153869362363919E-5    4.0746807358265835       0.8378222222222225       0
28.9                      0.89                     657                      4.002444347256474        4.43061179696187         1.4186431634763765E8     -4.153869362363919E-5    4.07440033216759         0.8375750000000003       0
28.9                      0.89                     658                      4.002198389456499        4.43061179696187         1.4186857444911703E8     -4.153869362363919E-5    4.0741199285085985       0.837327777777778        0
28.9                      0.89                     659                      4.001952496252423        4.43061179696187         1.4187283265700868E8     -4.153869362363919E-5    4.073839524849605        0.8370805555555558       0
28.9                      0.89                     660                      4.001706667644249        4.43061179696187         1.4187709097132024E8     -4.153869362363919E-5    4.073559121190613        0.8368333333333338       0
28.9                      0.89                     661                      4.001460903631973        4.43061179696187         1.41881349392067E8       -4.153869362363919E-5    4.07327871753162         0.8365861111111115       0
28.9                      0.89                     662                      4.0012152042155975       4.43061179696187         1.418856079192515E8      -4.153869362363919E-5    4.072998313872628        0.8363388888888892       0
28.9                      0.89                     663                      4.000969569395123        4.43061179696187         1.4188986655289006E8     -4.153869362363919E-5    4.072717910213635        0.8360916666666669       0
28.9                      0.89                     664                      4.000723999170546        4.43061179696187         1.418941252929799E8      -4.153869362363919E-5    4.0724375065546425       0.8358444444444447       0
28.9                      0.89                     665                      4.000478493541871        4.43061179696187         1.418983841395405E8      -4.153869362363919E-5    4.07215710289565         0.8355972222222225       0
28.9                      0.89                     666                      4.0002330525090946       4.43061179696187         1.4190264309257814E8     -4.153869362363919E-5    4.0718766992366575       0.8353500000000004       0
28.9                      0.89                     667                      3.9999876760722195       4.43061179696187         1.41906902152104E8       -4.153869362363919E-5    4.071596295577664        0.835102777777778        0
28.9                      0.89                     668                      3.9997423642312433       4.43061179696187         1.4191116131812978E8     -4.153869362363919E-5    4.071315891918672        0.8348555555555559       0
28.9                      0.89                     669                      3.9994971169861677       4.43061179696187         1.4191542059065634E8     -4.153869362363919E-5    4.07103548825968         0.8346083333333336       0
28.9                      0.89                     670                      3.999251934336992        4.43061179696187         1.4191967996969157E8     -4.153869362363919E-5    4.070755084600687        0.8343611111111114       0
28.9                      0.89                     671                      3.9990068162837167       4.43061179696187         1.419239394552599E8      -4.153869362363919E-5    4.070474680941694        0.834113888888889        0
28.9                      0.89                     672                      3.9987617628263408       4.43061179696187         1.4192819904735786E8     -4.153869362363919E-5    4.070194277282702        0.8338666666666669       0
28.9                      0.89                     673                      3.9985167739648646       4.43061179696187         1.4193245874599496E8     -4.153869362363919E-5    4.069913873623709        0.8336194444444447       0
28.9                      0.89                     674                      3.998271849699289        4.43061179696187         1.4193671855118573E8     -4.153869362363919E-5    4.0696334699647165       0.8333722222222225       0
28.9                      0.89                     675                      3.998026990029613        4.43061179696187         1.4194097846293458E8     -4.153869362363919E-5    4.069353066305723        0.8331250000000003       0
28.9                      0.89                     676                      3.9977821949558368       4.43061179696187         1.4194523848125684E8     -4.153869362363919E-5    4.069072662646731        0.8328777777777782       0
28.9                      0.89                     677                      3.997537464477961        4.43061179696187         1.419494986061532E8      -4.153869362363919E-5    4.068792258987739        0.8326305555555558       0
28.9                      0.89                     678                      3.9972927985959847       4.43061179696187         1.4195375883764267E8     -4.153869362363919E-5    4.0685118553287465       0.8323833333333336       0
28.9                      0.89                     679                      3.997048197309909        4.43061179696187         1.4195801917572865E8     -4.153869362363919E-5    4.068231451669753        0.8321361111111114       0
28.9                      0.89                     680                      3.9968036606197326       4.43061179696187         1.4196227962042084E8     -4.153869362363919E-5    4.06795104801076         0.8318888888888891       0
28.9                      0.89                     681                      3.996559188525456        4.43061179696187         1.419665401717267E8      -4.153869362363919E-5    4.067670644351767        0.8316416666666672       0
28.9                      0.89                     682                      3.9963147810270803       4.43061179696187         1.4197080082966146E8     -4.153869362363919E-5    4.067390240692775        0.8313944444444448       0
28.9                      0.89                     683                      3.9960704381246037       4.43061179696187         1.4197506159422797E8     -4.153869362363919E-5    4.067109837033782        0.8311472222222225       0
28.9                      0.89                     684                      3.9958261598180274       4.43061179696187         1.4197932246543634E8     -4.153869362363919E-5    4.06682943337479         0.8309000000000002       0
28.9                      0.89                     685                      3.995581946107351        4.43061179696187         1.4198358344330093E8     -4.153869362363919E-5    4.066549029715797        0.8306527777777781       0
28.9                      0.89                     686                      3.995337796992575        4.43061179696187         1.4198784452782062E8     -4.153869362363919E-5    4.066268626056805        0.8304055555555558       0
28.9                      0.89                     687                      3.995093712473699        4.43061179696187         1.4199210571902236E8     -4.153869362363919E-5    4.065988222397812        0.8301583333333334       0
28.9                      0.89                     688                      3.9948496925507224       4.43061179696187         1.419963670168978E8      -4.153869362363919E-5    4.065707818738819        0.8299111111111115       0
28.9                      0.89                     689                      3.994605737223646        4.43061179696187         1.420006284214633E8      -4.153869362363919E-5    4.065427415079827        0.8296638888888891       0
28.9                      0.89                     690                      3.9943618464924695       4.43061179696187         1.420048899327308E8      -4.153869362363919E-5    4.065147011420835        0.8294166666666668       0
28.9                      0.89                     691                      3.994118020357193        4.43061179696187         1.420091515507041E8      -4.153869362363919E-5    4.064866607761841        0.8291694444444448       0
28.9                      0.89                     692                      3.9938742588178164       4.43061179696187         1.420134132753979E8      -4.153869362363919E-5    4.0645862041028495       0.8289222222222224       0
28.9                      0.89                     693                      3.99363056187434         4.43061179696187         1.4201767510681513E8     -4.153869362363919E-5    4.064305800443856        0.8286750000000004       0
28.9                      0.89                     694                      3.993386929526763        4.43061179696187         1.4202193704496813E8     -4.153869362363919E-5    4.064025396784864        0.8284277777777781       0
28.9                      0.89                     695                      3.9931433617750867       4.43061179696187         1.420261990898697E8      -4.153869362363919E-5    4.063744993125871        0.8281805555555558       0
28.9                      0.89                     696                      3.99289985861931         4.43061179696187         1.4203046124152434E8     -4.153869362363919E-5    4.063464589466879        0.8279333333333335       0
28.9                      0.89                     697                      3.992656420059433        4.43061179696187         1.4203472349994153E8     -4.153869362363919E-5    4.063184185807886        0.8276861111111116       0
28.9                      0.89                     698                      3.9924130460954563       4.43061179696187         1.420389858651275E8      -4.153869362363919E-5    4.062903782148893        0.8274388888888891       0
28.9                      0.89                     699                      3.9921697367273796       4.43061179696187         1.4204324833710372E8     -4.153869362363919E-5    4.062623428948384        0.8271916666666671       0
28.9                      0.89                     700                      3.9919264919552027       4.43061179696187         1.4204751091586643E8     -4.153869362363919E-5    4.062343234426785        0.8269444444444448       0
28.9                      0.89                     701                      3.991683311778926        4.43061179696187         1.4205177360143188E8     -4.153869362363919E-5    4.062063039905184        0.8266972222222224       0
28.9                      0.89                     702                      3.9914401961985493       4.43061179696187         1.4205603639380416E8     -4.153869362363919E-5    4.0617828453835845       0.8264500000000002       0
28.9                      0.89                     703                      3.9911945673296088       4.43061179696187         1.4206029927918082E8     -4.153869362363919E-5    4.061502650861985        0.826202777777778        0
28.9                      0.89                     704                      3.990947469315318        4.43061179696187         1.4206456226313373E8     -4.153869362363919E-5    4.061222456340385        0.8259555555555558       0
28.9                      0.89                     705                      3.990700329794536        4.43061179696187         1.4206882535332388E8     -4.153869362363919E-5    4.060942261818786        0.8257083333333336       0
28.9                      0.89                     706                      3.9904531487672625       4.43061179696187         1.420730885497481E8      -4.153869362363919E-5    4.060662067297186        0.8254611111111113       0
28.9                      0.89                     707                      3.9902059262334975       4.43061179696187         1.420773518524171E8      -4.153869362363919E-5    4.0603818727755865       0.8252138888888892       0
28.9                      0.89                     708                      3.989958662193241        4.43061179696187         1.4208161526134017E8     -4.153869362363919E-5    4.060101678253987        0.824966666666667        0
28.9                      0.89                     709                      3.989711356646493        4.43061179696187         1.420858787765271E8      -4.153869362363919E-5    4.059821483732387        0.8247194444444447       0
28.9                      0.89                     710                      3.9894640095932536       4.43061179696187         1.4209014239797744E8     -4.153869362363919E-5    4.059541289210787        0.8244722222222224       0
28.9                      0.89                     711                      3.9892166210335227       4.43061179696187         1.4209440612570992E8     -4.153869362363919E-5    4.0592610946891865       0.8242250000000004       0
28.9                      0.89                     712                      3.9889691909673          4.43061179696187         1.4209866995972067E8     -4.153869362363919E-5    4.058980900167588        0.8239777777777781       0
28.9                      0.89                     713                      3.988721719394586        4.43061179696187         1.4210293390003148E8     -4.153869362363919E-5    4.058700705645988        0.8237305555555557       0
28.9                      0.89                     714                      3.988474206315381        4.43061179696187         1.4210719794663817E8     -4.153869362363919E-5    4.058420511124388        0.8234833333333337       0
28.9                      0.89                     715                      3.9882266517296836       4.43061179696187         1.421114620995493E8      -4.153869362363919E-5    4.058140316602788        0.8232361111111115       0
28.9                      0.89                     716                      3.987979055637495        4.43061179696187         1.4211572635878178E8     -4.153869362363919E-5    4.0578601220811885       0.8229888888888891       0
28.9                      0.89                     717                      3.9877314180388157       4.43061179696187         1.4211999072433573E8     -4.153869362363919E-5    4.057579927559589        0.822741666666667        0
28.9                      0.89                     718                      3.987483738933644        4.43061179696187         1.4212425519622377E8     -4.153869362363919E-5    4.057299733037989        0.8224944444444447       0
28.9                      0.89                     719                      3.9872360183219815       4.43061179696187         1.4212851977444637E8     -4.153869362363919E-5    4.057019538516388        0.8222472222222226       0
28.9                      0.89                     720                      3.986988256203827        4.43061179696187         1.4213278445902002E8     -4.153869362363919E-5    4.056739343994789        0.8220000000000002       0
28.9                      0.89                     721                      3.986740452579181        4.43061179696187         1.4213704924994397E8     -4.153869362363919E-5    4.0564591494731905       0.821752777777778        0
28.9                      0.89                     722                      3.986492607448044        4.43061179696187         1.4214131414723587E8     -4.153869362363919E-5    4.056178954951591        0.8215055555555557       0
28.9                      0.89                     723                      3.986244720810415        4.43061179696187         1.4214557915089083E8     -4.153869362363919E-5    4.05589876042999         0.8212583333333336       0
28.9                      0.89                     724                      3.9859967926662945       4.43061179696187         1.4214984426092592E8     -4.153869362363919E-5    4.05561856590839         0.8210111111111115       0
28.9                      0.89                     725                      3.985748823015683        4.43061179696187         1.4215410947735226E8     -4.153869362363919E-5    4.0553383713867905       0.8207638888888891       0
28.9                      0.89                     726                      3.9855008118585795       4.43061179696187         1.4215837480016482E8     -4.153869362363919E-5    4.055058176865192        0.8205166666666671       0
28.9                      0.89                     727                      3.9852527591949847       4.43061179696187         1.4216264022937968E8     -4.153869362363919E-5    4.05477798234359         0.8202694444444448       0
28.9                      0.89                     728                      3.9850046650248987       4.43061179696187         1.421669057650042E8      -4.153869362363919E-5    4.054497787821991        0.8200222222222225       0
28.9                      0.89                     729                      3.9847565293483207       4.43061179696187         1.4217117140704924E8     -4.153869362363919E-5    4.054217593300392        0.8197750000000003       0
28.9                      0.89                     730                      3.9845083521652516       4.43061179696187         1.4217543715550977E8     -4.153869362363919E-5    4.053937398778792        0.8195277777777781       0
28.9                      0.89                     731                      3.984260133475691        4.43061179696187         1.4217970301041195E8     -4.153869362363919E-5    4.053657204257193        0.819280555555556        0
28.9                      0.89                     732                      3.984011873279638        4.43061179696187         1.4218396897174987E8     -4.153869362363919E-5    4.053377009735592        0.8190333333333336       0
28.9                      0.89                     733                      3.9837635715770947       4.43061179696187         1.4218823503953728E8     -4.153869362363919E-5    4.053096815213992        0.8187861111111115       0
28.9                      0.89                     734                      3.9835152283680593       4.43061179696187         1.4219250121378115E8     -4.153869362363919E-5    4.052829474570841        0.8185388888888893       0
28.9                      0.89                     735                      3.9832668436525327       4.43061179696187         1.4219676749448448E8     -4.153869362363919E-5    4.052584071337649        0.8182916666666672       0
