case_id,u_par,C_rate,SOC
2442,18.745,0.528,0.923
2443,0.989,2.984,0.376
2444,26.895,3.577,0.836
2445,22.919,0.86,0.73
2446,24.617,3.209,0.669
2447,21.011,3.014,0.511
2448,22.741,0.943,0.248
2449,24.081,1.147,0.668
2450,1.845,1.772,0.869
2451,13.94,0.281,0.543
2452,23.661,0.792,0.487
2453,11.699,0.541,0.103
2454,16.534,2.408,0.589
2455,21.783,4.346,0.624
2456,20.821,2.078,0.029
2457,18.743,4.465,0.774
2458,12.576,1.86,0.135
2459,27.343,2.621,0.721
2460,9.802,0.909,0.517
2461,16.193,2.906,0.738
2462,19.159,4.872,0.564
2463,29.376,2.938,0.608
2464,0.708,2.312,0.41
2465,18.456,0.46,0.836
2466,11.237,4.282,0.532
2467,21.095,0.728,0.901
2468,17.667,0.821,0.156
2469,4.213,3.388,0.607
2470,29.629,0.901,0.479
2471,27.043,4.256,0.871
2472,21.53,1.495,0.649
2473,2.675,0.96,0.295
2474,12.118,2.573,0.618
2475,23.45,3.675,0.872
2476,27.821,4.672,0.859
2477,19.289,0.708,0.326
2478,6.723,1.872,0.27
2479,16.419,1.015,0.457
2480,10.613,2.331,0.1
2481,13.924,4.97,0.491
2482,28.694,0.089,0.879
2483,14.19,2.667,0.683
2484,27.187,2.707,0.567
2485,22.253,1.568,0.475
2486,28.809,0.734,0.145
2487,29.086,1.374,0.189
2488,20.898,1.427,0.27
2489,19.696,0.93,0.764
2490,6.559,2.013,0.55
2491,6.243,0.956,0.524
2492,26.206,1.304,0.234
2493,0.62,0.591,0.902
2494,21.619,3.016,0.21
2495,29.742,4.184,0.495
2496,16.685,0.59,0.896
2497,11.415,4.894,0.736
2498,17.517,1.352,0.189
2499,0.35,2.245,0.58
2500,21.491,2.589,0.224
2501,19.223,2.238,0.346
2502,18.244,1.006,0.879
2503,2.623,0.171,0.033
2504,12.877,2.673,0.978
2505,25.53,4.424,0.142
2506,27.473,3.076,0.287
2507,20.801,4.581,0.3
2508,20.729,0.663,0.621
2509,18.078,2.263,0.733
2510,12.543,1.686,0.267
2511,16.341,0.811,0.792
2512,5.98,3.059,0.15
2513,7.155,0.012,0.521
2514,27.154,2.857,0.99
2515,18.494,3.263,0.943
2516,17.757,0.926,0.231
2517,14.222,1.341,0.011
2518,3.316,4.026,0.068
2519,0.823,0.917,0.529
2520,22.328,0.54,0.563
2521,22.786,4.736,0.984
2522,4.584,1.887,0.065
2523,28.056,2.913,0.525
2524,20.971,1.242,0.629
2525,3.073,4.389,0.547
2526,27.55,0.17,0.255
2527,1.026,4.242,0.405
2528,8.706,2.77,0.277
2529,0.816,3.479,0.945
2530,23.2,1.441,0.569
2531,2.89,3.6,0.129
2532,5.098,2.359,0.532
2533,26.018,0.384,0.318
2534,10.851,1.774,0.249
2535,2.131,0.866,0.523
2536,23.158,2.437,0.546
2537,23.045,4.256,0.034
2538,26.956,2.032,0.686
2539,3.889,3.45,0.142
2540,19.358,2.573,0.281
2541,15.673,3.354,0.553
2542,17.676,0.578,0.898
2543,28.205,1.803,0.381
2544,18.383,2.763,0.619
2545,8.283,3.246,0.775
2546,12.812,3.909,0.645
2547,13.718,2.368,0.11
2548,7.348,3.648,0.925
2549,15.08,2.19,0.098
2550,13.646,4.179,0.298
2551,16.977,1.357,0.13
2552,3.204,2.446,0.33
2553,8.826,1.577,0.318
2554,18.259,1.102,0.608
2555,29.865,0.361,0.203
2556,5.453,1.003,0.351
2557,6.26,4.229,0.232
2558,10.165,3.962,0.955
2559,12.66,4.554,0.526
2560,25.559,0.299,0.172
2561,3.041,2.893,0.477
2562,8.044,2.673,0.18
2563,19.743,4.13,0.344
2564,7.949,2.271,0.497
2565,4.059,0.203,0.835
2566,29.362,1.099,0.281
2567,19.08,2.162,0.396
2568,27.051,4.4,0.556
2569,9.647,0.585,0.622
2570,12.403,3.499,0.336
2571,24.992,1.748,0.799
2572,2.263,4.472,0.013
2573,0.084,2.203,0.985
2574,8.059,4.263,0.366
2575,5.422,3.39,0.895
2576,11.603,0.739,0.913
2577,22.984,3.447,0.989
2578,5.356,4.741,0.877
2579,2.174,1.178,0.713
2580,18.976,3.138,0.428
2581,12.616,2.637,0.217
2582,2.212,3.058,0.402
2583,8.793,2.112,0.916
2584,13.42,3.982,0.948
2585,6.003,1.564,0.599
2586,21.196,4.328,0.546
2587,27.693,3.882,0.29
2588,15.408,2.599,0.185
2589,14.292,2.888,0.242
2590,5.12,3.552,0.942
2591,24.527,0.315,0.615
2592,5.195,4.926,0.091
2593,8.337,2.417,0.594
2594,24.023,3.098,0.846
2595,18.932,0.471,0.953
2596,24.942,2.123,0.506
2597,11.265,3.805,0.439
2598,19.88,2.156,0.391
2599,12.28,0.824,0.646
2600,28.181,2.68,0.499
2601,16.105,4.325,0.208
2602,29.947,0.238,0.494
2603,20.386,4.705,0.611
2604,28.83,0.755,0.088
2605,8.209,2.67,0.642
2606,27.294,2.235,0.547
2607,28.435,4.758,0.022
2608,3.229,1.17,0.183
2609,14.051,1.0,0.437
2610,21.025,3.894,0.752
2611,22.855,0.618,0.067
2612,22.743,0.322,0.138
2613,0.585,2.791,0.254
2614,16.639,3.303,0.743
2615,22.876,2.725,0.486
2616,3.157,1.569,0.788
2617,17.42,1.514,0.899
2618,8.611,0.189,0.073
2619,27.544,4.582,0.439
2620,1.461,4.239,0.935
2621,2.697,1.425,0.625
2622,16.188,0.387,0.611
2623,23.639,2.997,0.364
2624,28.009,2.656,0.229
2625,13.759,1.078,0.634
2626,1.316,2.139,0.026
2627,18.085,0.873,0.856
2628,26.663,3.963,0.457
2629,4.536,3.026,0.504
2630,29.128,3.959,0.039
2631,7.277,2.159,0.942
2632,18.15,1.411,0.51
2633,24.662,1.228,0.524
2634,7.06,4.898,0.046
2635,24.365,1.476,0.949
2636,25.368,2.087,0.414
2637,17.883,2.293,0.996
2638,5.497,3.745,0.846
2639,16.235,3.919,0.639
2640,16.338,2.379,0.687
2641,17.052,4.337,0.619
2642,0.335,2.184,0.298
2643,8.315,0.388,0.837
2644,15.728,0.976,0.096
2645,19.063,2.143,0.175
2646,14.72,2.474,0.844
2647,3.056,4.05,0.867
2648,26.277,3.036,0.269
2649,14.935,1.149,0.881
2650,2.955,0.632,0.108
2651,23.524,0.614,0.926
2652,8.138,4.855,0.349
2653,7.827,3.742,0.074
2654,17.652,0.738,0.424
2655,17.818,0.698,0.925
2656,3.61,3.601,0.109
2657,18.962,0.763,0.648
2658,1.782,2.511,0.249
2659,11.65,4.474,0.68
2660,26.579,2.475,0.25
2661,4.175,3.173,0.49
2662,16.57,0.815,0.337
2663,22.433,3.147,0.405
2664,24.265,0.483,0.982
2665,25.519,3.911,0.21
2666,12.907,1.118,0.004
2667,20.671,3.607,0.58
2668,25.083,1.657,0.621
2669,2.629,2.563,0.283
2670,12.936,3.614,0.188
2671,11.755,1.609,0.369
2672,7.727,3.349,0.339
2673,23.902,0.148,0.085
2674,14.552,3.797,0.319
2675,5.784,2.163,0.841
2676,21.357,0.678,0.394
2677,27.901,0.674,0.555
2678,8.796,2.757,0.86
2679,27.355,1.263,0.158
2680,23.004,4.512,0.181
2681,22.904,1.114,0.23
2682,12.707,2.624,0.915
2683,10.47,2.57,0.862
2684,14.504,0.465,0.697
2685,7.986,2.88,0.326
2686,21.131,3.599,0.061
2687,15.747,2.24,0.496
2688,5.715,0.119,0.582
2689,15.7,3.506,0.44
2690,18.415,0.87,0.403
2691,24.518,4.238,0.376
2692,9.332,3.509,0.171
2693,13.783,0.853,0.535
2694,17.989,4.607,0.41
2695,14.422,2.329,0.377
2696,10.38,0.269,0.331
2697,2.525,2.216,0.26
2698,25.715,4.939,0.169
2699,4.382,1.189,0.116
2700,2.382,2.395,0.572
2701,14.138,2.539,0.6
2702,13.707,3.609,0.723
2703,4.563,2.215,0.365
2704,8.577,1.942,0.789
2705,18.213,1.639,0.374
2706,9.559,0.56,0.219
2707,13.349,4.094,0.781
2708,7.405,1.272,0.76
2709,25.565,2.626,0.711
2710,26.024,4.46,0.052
2711,7.962,1.922,0.758
2712,18.737,0.691,0.421
2713,8.685,4.832,0.239
2714,14.859,2.801,0.244
2715,12.21,4.552,0.813
2716,14.229,2.55,0.552
2717,4.196,0.686,0.121
2718,11.031,4.201,0.743
2719,14.358,2.482,0.012
2720,0.139,2.787,0.788
2721,24.987,2.638,0.779
2722,8.271,1.127,0.793
2723,27.151,2.616,0.092
2724,5.587,1.778,0.005
2725,11.529,3.683,0.4
2726,17.438,4.3,0.792
2727,24.472,4.165,0.591
2728,6.552,0.214,0.804
2729,25.415,1.297,0.077
2730,29.26,4.513,0.503
2731,19.271,4.816,0.57
2732,20.924,4.022,0.4
2733,21.968,3.935,0.059
2734,1.959,4.296,0.544
2735,2.118,2.842,0.587
2736,6.297,4.401,0.269
2737,17.765,2.502,0.022
2738,23.353,4.995,0.019
2739,16.499,4.279,0.357
2740,16.13,2.628,0.313
2741,27.277,1.156,0.963
2742,18.422,2.14,0.492
2743,21.139,4.382,0.772
2744,27.434,3.042,0.655
2745,4.331,1.077,0.95
2746,6.664,4.76,0.635
2747,14.706,1.51,0.81
2748,1.419,2.427,0.506
2749,20.311,3.633,0.646
2750,2.459,3.261,0.65
2751,19.082,2.543,0.16
2752,9.902,2.041,0.132
2753,16.696,4.702,0.876
2754,18.061,0.21,0.633
2755,3.797,2.208,0.094
2756,26.986,2.516,0.384
2757,20.794,2.295,0.465
2758,22.185,3.496,0.084
2759,13.228,1.816,0.175
2760,19.504,2.803,0.964
2761,0.758,4.869,0.418
2762,1.306,3.693,0.242
2763,10.889,0.806,0.51
2764,22.411,1.249,0.454
2765,9.154,4.315,0.964
2766,19.437,4.879,0.28
2767,14.667,4.884,0.355
2768,10.325,4.13,0.464
2769,3.757,4.648,0.367
2770,3.456,4.729,0.453
2771,8.097,4.759,0.586
2772,25.126,4.437,0.036
2773,8.167,0.919,0.584
2774,9.134,0.86,0.694
2775,27.032,4.668,0.276
2776,14.127,2.338,0.829
2777,7.455,2.522,0.402
2778,6.606,1.722,0.933
2779,22.37,3.114,0.346
2780,5.6,2.821,0.134
2781,6.84,1.095,0.084
2782,5.971,3.591,0.245
2783,10.466,3.481,0.15
2784,12.952,0.075,0.86
2785,3.388,4.116,0.492
2786,24.433,2.81,0.024
2787,14.795,0.337,0.665
2788,7.126,0.242,0.339
2789,9.372,2.588,0.748
2790,10.356,2.495,0.293
2791,15.085,0.99,0.099
2792,21.25,2.13,0.81
2793,8.711,4.121,0.954
2794,17.147,2.22,0.533
2795,23.468,3.077,0.26
2796,24.331,0.438,0.93
2797,4.926,1.434,0.992
2798,24.84,1.079,0.569
2799,9.807,0.8,0.976
2800,25.208,1.999,0.805
2801,13.605,3.579,0.132
2802,12.065,1.175,0.723
2803,9.306,3.48,0.339
2804,7.494,4.527,0.42
2805,7.305,2.723,0.64
2806,3.93,1.645,0.666
2807,15.679,3.048,0.771
2808,9.975,0.177,0.527
2809,14.049,2.958,0.659
2810,11.901,3.168,0.7
2811,19.136,0.205,0.014
2812,22.561,4.761,0.065
2813,20.781,1.391,0.524
2814,19.706,2.322,0.836
2815,23.838,1.859,0.193
2816,15.924,0.553,0.326
2817,7.315,2.145,0.221
2818,10.63,3.778,0.476
2819,14.328,1.186,0.894
2820,3.021,3.116,0.837
2821,13.548,0.334,0.979
2822,25.748,2.188,0.649
2823,15.937,0.155,0.157
2824,6.526,1.444,0.077
2825,18.966,0.671,0.885
2826,24.399,1.794,0.141
2827,9.835,0.134,0.838
2828,12.194,2.587,0.509
2829,28.701,0.515,0.81
2830,12.646,2.409,0.655
2831,16.893,3.547,0.201
2832,11.129,1.362,0.886
2833,21.442,3.943,0.816
2834,4.276,2.093,0.976
2835,1.042,1.241,0.915
2836,9.146,1.158,0.761
2837,6.046,0.74,0.171
2838,2.15,4.143,0.665
2839,23.165,3.341,0.483
2840,8.275,2.05,0.42
2841,15.314,1.79,0.81
2842,15.833,1.216,0.811
2843,11.523,2.276,0.45
2844,26.203,3.589,0.757
2845,29.098,0.685,0.277
2846,12.019,2.63,0.227
2847,12.9,2.718,0.596
2848,16.715,1.145,0.173
2849,12.455,1.436,0.162
2850,23.977,2.097,0.481
2851,0.277,3.803,0.712
2852,17.616,0.911,0.487
2853,4.109,0.929,0.581
2854,18.937,4.654,0.352
2855,26.329,2.627,0.882
2856,25.597,3.917,0.444
2857,3.202,1.793,0.766
2858,18.133,1.711,0.535
2859,5.399,4.92,0.118
2860,17.609,2.475,0.402
2861,8.306,3.1,0.658
2862,18.556,0.378,0.05
2863,9.549,1.396,0.142
2864,25.573,0.204,0.027
2865,14.773,3.965,0.843
2866,24.573,3.523,0.954
2867,3.346,3.65,0.468
2868,23.918,3.352,0.593
2869,23.221,1.483,0.146
2870,21.732,0.606,0.679
2871,29.607,4.021,0.245
2872,24.709,1.788,0.766
2873,10.988,0.773,0.547
2874,17.898,2.615,0.748
2875,2.849,3.608,0.845
2876,1.656,4.654,0.301
2877,11.798,2.591,0.231
2878,3.315,4.32,0.883
2879,13.834,0.892,0.362
2880,21.57,4.696,0.249
2881,18.683,3.883,0.447
2882,26.106,2.298,0.26
2883,29.335,4.031,0.658
2884,8.033,4.557,0.652
2885,15.396,3.302,0.416
2886,27.111,4.795,0.644
2887,18.791,4.086,0.236
2888,18.314,1.233,0.452
2889,14.463,1.052,0.459
2890,24.816,3.412,0.556
2891,21.66,4.191,0.369
2892,3.971,3.818,0.384
2893,19.174,1.08,0.787
2894,4.411,0.65,0.383
2895,0.529,0.489,0.046
2896,16.893,2.761,0.684
2897,0.105,2.803,0.141
2898,18.575,0.074,0.83
2899,15.442,1.196,0.406
2900,3.65,2.23,0.881
2901,18.845,1.326,0.935
2902,10.933,2.901,0.921
2903,16.454,4.923,0.03
2904,6.372,2.833,0.225
2905,22.773,1.521,0.56
2906,26.317,4.19,0.23
2907,9.503,4.283,0.952
2908,26.012,1.273,0.604
2909,24.263,3.717,0.091
2910,15.574,2.37,0.833
2911,11.411,2.532,0.217
2912,13.254,1.445,0.388
2913,17.51,0.256,0.048
2914,14.712,0.511,0.896
2915,4.372,4.178,0.22
2916,0.153,3.478,0.363
2917,12.072,4.865,0.907
2918,17.862,2.903,0.297
2919,10.628,1.091,0.905
2920,8.097,0.918,0.632
2921,9.458,4.284,0.279
2922,22.229,1.173,0.5
2923,25.39,0.585,0.962
2924,0.618,2.237,0.805
2925,2.481,2.37,0.378
2926,6.898,1.256,0.686
2927,27.491,0.09,0.733
2928,3.061,3.863,0.544
2929,24.093,1.93,0.616
2930,15.326,0.304,0.104
2931,22.034,3.515,0.832
2932,29.521,0.558,0.358
2933,7.035,1.224,0.445
2934,0.325,2.652,0.234
2935,4.396,4.632,0.997
2936,22.14,1.667,0.302
2937,5.086,2.639,0.42
2938,24.249,4.555,0.803
2939,0.435,0.962,0.97
2940,10.246,1.507,0.187
2941,24.179,2.541,0.409
2942,24.19,4.383,0.258
2943,6.919,2.182,0.249
2944,13.696,0.93,0.613
2945,3.464,1.298,0.311
2946,0.553,0.635,0.546
2947,20.298,2.911,0.05
2948,10.161,2.301,0.416
2949,25.378,1.631,0.783
2950,22.039,1.705,0.024
2951,6.64,0.95,0.507
2952,24.074,2.214,0.476
2953,1.977,0.512,0.379
2954,27.581,1.224,0.535
2955,24.565,0.858,0.568
2956,5.133,2.445,0.178
2957,18.436,3.668,0.788
2958,23.315,2.009,0.038
2959,27.875,3.03,0.12
2960,9.066,1.379,0.925
2961,14.464,0.218,0.403
2962,4.828,3.765,0.852
2963,27.003,3.8,0.209
2964,5.243,2.387,0.04
2965,20.333,0.571,0.656
2966,0.053,2.35,0.894
2967,0.244,4.963,0.807
2968,11.556,4.108,0.34
2969,25.639,1.923,0.778
2970,26.17,3.272,0.115
2971,7.889,3.064,0.98
2972,4.21,2.371,0.59
2973,1.396,2.577,0.592
2974,22.214,0.399,0.082
2975,14.454,2.976,0.569
2976,15.595,1.493,0.554
2977,2.841,2.618,0.493
2978,18.035,1.359,0.815
2979,4.992,4.379,0.135
2980,21.996,1.418,0.088
2981,22.109,1.112,0.883
2982,4.304,1.154,0.606
2983,5.173,0.552,0.988
2984,2.386,3.153,0.75
2985,7.659,4.647,0.507
2986,15.27,1.898,0.715
2987,2.88,2.256,0.722
2988,29.131,4.082,0.613
2989,4.08,1.826,0.534
2990,28.831,1.582,0.708
2991,8.907,2.245,0.647
2992,4.173,2.463,0.389
2993,11.656,4.854,0.184
2994,4.012,1.869,0.033
2995,17.47,3.685,0.385
2996,3.029,2.519,0.642
2997,22.296,2.664,0.835
2998,25.065,4.559,0.731
2999,21.709,1.991,0.063
3000,5.621,3.425,0.053
3001,2.907,3.006,0.747
3002,20.686,3.457,0.066
3003,17.447,4.946,0.521
3004,0.007,2.843,0.355
3005,2.586,4.62,0.892
3006,12.385,2.19,0.154
3007,8.17,0.234,0.406
3008,22.804,4.665,0.94
3009,27.412,1.531,0.452
3010,0.497,4.886,0.716
3011,4.965,3.383,0.497
3012,16.033,2.913,0.448
3013,13.032,0.787,0.379
3014,18.665,1.088,0.982
3015,7.753,2.299,0.372
3016,12.96,0.05,0.725
3017,28.515,1.188,0.29
3018,4.649,4.933,0.825
3019,29.853,2.883,0.295
3020,0.1,3.909,0.55
3021,20.586,3.249,0.421
3022,12.014,4.679,0.009
3023,27.086,3.041,0.692
3024,6.051,3.31,0.372
3025,16.824,1.122,0.296
3026,9.187,0.644,0.886
3027,3.11,3.811,0.122
3028,14.268,3.597,0.836
3029,17.131,0.073,0.72
3030,25.067,3.409,0.375
3031,3.196,3.866,0.539
3032,10.005,4.99,0.486
3033,3.342,1.464,0.443
3034,2.93,3.892,0.417
3035,7.734,3.576,0.588
3036,23.425,4.779,0.816
3037,15.57,3.971,0.297
3038,19.021,1.593,0.877
3039,18.107,0.684,0.974
3040,17.709,3.89,0.337
3041,16.363,2.781,0.09
3042,18.559,2.651,0.157
3043,24.428,2.082,0.649
3044,23.997,1.254,0.444
3045,4.734,0.36,0.22
3046,20.605,2.922,0.575
3047,18.99,3.939,0.682
3048,11.949,2.153,0.436
3049,26.908,0.422,0.178
3050,7.455,0.969,0.081
3051,5.089,0.815,0.508
3052,13.805,3.239,0.58
3053,21.074,1.843,0.446
3054,16.207,4.115,0.586
3055,18.513,3.037,0.54
3056,24.734,4.35,0.701
3057,13.236,2.096,0.388
3058,4.482,3.386,0.09
3059,20.977,0.381,0.357
3060,17.371,2.854,0.018
3061,19.751,2.592,0.61
3062,27.967,0.13,0.981
3063,4.49,0.814,0.726
3064,18.675,0.661,0.62
3065,20.456,4.86,0.359
3066,6.643,3.672,0.445
3067,4.6,3.081,0.854
3068,13.083,4.165,0.01
3069,22.608,1.09,0.825
3070,23.77,4.727,0.79
3071,1.162,1.84,0.332
3072,5.662,1.736,0.409
3073,14.043,4.88,0.977
3074,20.607,0.659,0.197
3075,10.042,4.371,0.159
3076,19.87,0.625,0.664
3077,28.61,1.826,0.351
3078,18.001,3.073,0.728
3079,3.266,4.629,0.49
3080,11.978,0.119,0.109
3081,10.994,3.932,0.507
3082,13.026,4.895,0.876
3083,17.583,0.225,0.463
3084,11.609,3.662,0.932
3085,9.688,3.08,0.016
3086,26.782,2.793,0.272
3087,21.674,2.697,0.087
3088,5.615,4.728,0.117
3089,28.235,3.03,0.592
3090,26.683,4.97,0.079
3091,8.442,0.914,0.627
3092,12.769,1.778,0.578
3093,10.252,0.355,0.064
3094,25.539,2.388,0.851
3095,6.286,2.577,0.961
3096,9.465,0.698,0.028
3097,22.202,1.339,0.106
3098,14.489,1.262,0.168
3099,4.905,2.345,0.038
3100,15.66,2.715,0.593
3101,26.089,3.492,0.673
3102,23.384,3.838,0.052
3103,22.526,3.914,0.348
3104,20.213,4.194,0.168
3105,10.904,0.055,0.186
3106,18.861,3.312,0.031
3107,13.21,0.66,0.494
3108,22.485,3.865,0.777
3109,13.29,3.536,0.889
3110,6.427,3.184,0.06
3111,27.759,1.141,0.159
3112,9.4,1.835,0.575
3113,14.657,4.333,0.432
3114,24.774,3.91,0.768
3115,1.347,1.486,0.519
3116,2.197,1.38,0.932
3117,9.515,1.097,0.872
3118,22.93,1.723,0.516
3119,4.258,2.037,0.433
3120,3.625,1.146,0.93
3121,17.963,0.613,0.015
3122,26.457,3.192,0.821
3123,22.568,4.747,0.911
3124,6.2,2.352,0.723
3125,7.141,3.432,0.162
3126,22.86,3.069,0.83
3127,8.608,3.183,0.724
3128,16.435,4.735,0.69
3129,22.492,4.918,0.607
3130,1.505,3.169,0.392
3131,22.916,3.432,0.319
3132,22.909,2.637,0.631
3133,1.261,0.754,0.3
3134,22.893,3.687,0.653
3135,3.734,1.548,0.535
3136,24.775,0.696,0.12
3137,0.781,1.672,0.247
3138,27.125,4.058,0.163
3139,9.712,2.767,0.869
3140,17.575,3.528,0.756
3141,1.736,3.411,0.543
3142,27.811,2.246,0.924
3143,4.359,4.725,0.556
3144,7.175,3.438,0.864
3145,13.496,2.204,0.836
3146,0.961,0.024,0.164
3147,11.58,3.924,0.608
3148,29.017,0.221,0.29
3149,9.106,2.23,0.52
3150,5.366,4.965,0.891
3151,8.083,2.059,0.542
3152,26.55,1.242,0.928
3153,11.083,2.092,0.402
3154,15.129,2.336,0.832
3155,1.502,0.567,0.248
3156,5.048,1.613,0.064
3157,20.305,4.365,0.832
3158,15.049,3.813,0.115
3159,8.883,1.187,0.167
3160,20.45,2.884,0.566
3161,0.05,4.467,0.257
3162,15.187,0.366,0.81
3163,25.11,4.802,0.62
3164,12.232,4.469,0.815
3165,3.778,1.429,0.222
3166,17.165,3.317,0.039
3167,26.154,2.865,0.455
3168,1.901,2.937,0.143
3169,7.514,1.391,0.312
3170,7.401,3.171,0.604
3171,10.0,0.241,0.003
3172,12.433,4.268,0.647
3173,25.442,2.11,0.489
3174,8.833,2.147,0.857
3175,19.182,4.109,0.583
3176,6.795,1.814,0.647
3177,7.15,4.591,0.48
3178,15.582,3.913,0.862
3179,19.259,2.919,0.747
3180,11.713,2.542,0.533
3181,2.586,3.918,0.989
3182,25.06,1.7,0.443
3183,7.605,0.699,0.929
3184,23.761,4.017,0.475
3185,0.015,1.654,0.99
3186,2.958,0.837,0.562
3187,28.456,2.319,0.416
3188,17.864,3.477,0.27
3189,26.698,4.918,0.445
3190,27.161,1.192,1.0
3191,9.517,1.68,0.861
3192,12.765,1.24,0.313
3193,15.986,0.343,0.73
3194,24.689,3.331,0.628
3195,21.188,0.871,0.29
3196,3.378,1.647,0.534
3197,27.947,2.861,0.71
3198,13.216,0.439,0.398
3199,23.873,1.886,0.114
3200,16.7,2.484,0.548
3201,14.443,3.66,0.718
3202,20.292,3.874,0.53
3203,14.836,1.62,0.328
3204,6.887,2.345,0.33
3205,28.332,1.287,0.768
3206,15.227,0.333,0.932
3207,20.935,1.323,0.712
3208,26.383,4.271,0.779
3209,11.814,3.643,0.601
3210,1.69,1.351,0.685
3211,10.717,2.891,0.438
3212,9.422,2.533,0.668
3213,12.584,2.704,0.614
3214,29.79,2.361,0.861
3215,11.458,0.035,0.358
3216,13.254,2.132,0.964
3217,20.329,4.601,0.921
3218,12.14,2.115,0.564
3219,20.42,2.702,0.743
3220,28.216,2.838,0.467
3221,13.961,3.094,0.721
3222,5.682,4.889,0.573
3223,11.954,2.702,0.758
3224,0.22,0.967,0.727
3225,29.533,3.079,0.306
3226,8.692,3.362,0.765
3227,29.679,1.6,0.248
3228,1.159,3.192,0.301
3229,25.718,2.271,0.013
3230,2.488,0.362,0.38
3231,29.016,3.732,0.495
3232,6.6,0.06,0.198
3233,18.038,4.096,0.663
3234,26.033,4.0,0.741
3235,10.543,2.446,0.14
3236,27.777,3.861,0.788
3237,5.582,2.212,0.574
3238,13.052,3.066,0.786
3239,5.939,1.992,0.338
3240,27.272,2.332,0.68
3241,18.814,2.725,0.26
3242,27.128,2.095,0.675
3243,2.05,3.286,0.216
3244,21.696,4.715,0.366
3245,25.44,2.29,0.879
3246,16.964,3.466,0.754
3247,19.924,4.122,0.06
3248,19.122,4.418,0.811
3249,25.475,0.034,0.627
3250,9.237,3.727,0.816
3251,19.929,0.365,0.285
3252,11.972,2.943,0.444
3253,17.96,1.745,0.515
3254,26.418,0.454,0.365
3255,27.956,0.386,0.168
3256,1.632,4.2,0.054
3257,15.28,1.165,0.226
3258,10.432,0.696,0.949
3259,21.343,0.7,0.099
3260,8.432,3.714,0.929
3261,22.623,1.379,0.055
3262,5.858,4.71,0.356
3263,10.773,3.723,0.263
3264,29.19,3.903,0.904
3265,18.303,3.177,0.913
3266,10.478,0.937,0.379
3267,15.856,2.54,0.855
3268,14.98,2.774,0.66
3269,20.373,0.551,0.378
3270,2.883,4.87,0.479
3271,23.916,0.331,0.529
3272,22.446,1.711,0.533
3273,28.225,3.169,0.477
3274,5.502,0.036,0.427
3275,18.226,4.075,0.666
3276,27.107,1.831,0.245
3277,21.037,1.928,0.008
3278,10.262,1.046,0.797
3279,9.877,2.301,0.002
3280,24.872,3.76,0.534
3281,0.499,0.727,0.503
3282,28.836,3.911,0.202
3283,13.269,1.169,0.133
3284,1.75,3.616,0.814
3285,18.093,4.562,0.477
3286,8.942,1.481,0.911
3287,20.503,2.079,0.858
3288,4.376,1.122,0.645
3289,19.815,4.291,0.772
3290,12.351,2.671,0.993
3291,20.241,1.557,0.177
3292,5.951,0.118,0.968
3293,14.582,3.316,0.564
3294,27.72,2.178,0.455
3295,18.955,1.166,0.836
3296,18.925,1.988,0.777
3297,3.24,0.886,0.235
3298,0.634,3.019,0.703
3299,12.841,4.798,0.264
3300,18.637,4.187,0.116
3301,15.807,3.146,0.011
3302,21.244,0.689,0.458
3303,2.237,2.29,0.734
3304,5.794,4.402,0.185
3305,19.678,3.657,0.937
3306,26.325,4.435,0.661
3307,1.602,1.97,0.97
3308,10.364,4.579,0.571
3309,3.452,4.221,0.423
3310,25.462,1.012,0.021
3311,17.308,0.671,0.403
3312,7.472,0.202,0.818
3313,3.243,0.086,0.623
3314,20.439,1.39,0.003
3315,29.179,4.796,0.482
3316,19.624,3.619,0.083
3317,4.781,2.941,0.056
3318,8.633,2.252,0.721
3319,12.998,3.824,0.719
3320,20.029,1.138,0.873
3321,9.635,1.571,0.437
3322,1.696,4.383,0.219
3323,10.073,2.526,0.488
3324,0.032,4.376,0.435
3325,29.895,2.718,0.345
3326,3.164,4.259,0.781
3327,13.141,0.744,0.63
3328,20.021,3.743,0.742
3329,18.647,0.765,0.271
3330,7.196,0.803,0.742
3331,21.959,0.476,0.778
3332,7.63,4.153,0.065
3333,21.456,0.956,0.989
3334,19.276,3.372,0.375
3335,16.568,3.072,0.466
3336,5.215,4.681,0.329
3337,10.865,4.308,0.598
3338,29.616,1.245,0.858
3339,11.071,4.546,0.067
3340,23.596,1.656,0.224
3341,9.126,0.063,0.247
3342,12.17,0.771,0.016
3343,22.837,3.872,0.304
3344,20.226,2.621,0.085
3345,6.355,1.029,0.466
3346,16.928,3.54,0.605
3347,6.733,1.669,0.105
3348,23.786,2.128,0.233
3349,17.705,4.011,0.574
3350,17.56,2.659,0.164
3351,18.671,0.251,0.785
3352,7.435,0.383,0.561
3353,24.619,1.629,0.13
3354,19.242,4.815,0.381
3355,10.075,0.605,0.991
3356,4.949,0.382,0.326
3357,29.458,0.524,0.748
3358,2.067,4.496,0.57
3359,21.936,4.906,0.198
3360,16.681,3.649,0.096
3361,4.348,1.033,0.222
3362,16.382,2.636,0.353
3363,12.244,2.518,0.632
3364,15.818,3.999,0.635
3365,12.048,2.144,0.965
3366,14.927,0.082,0.796
3367,29.005,2.184,0.089
3368,20.66,0.828,0.147
3369,13.063,2.035,0.981
3370,9.086,2.728,0.788
3371,27.622,4.377,0.586
3372,28.162,3.259,0.574
3373,24.648,2.155,0.895
