case_id,u_par,C_rate,SOC
2155,23.911,3.979,0.209
2156,27.558,2.815,0.286
2157,4.981,2.775,0.374
2158,20.763,0.705,0.587
2159,9.082,4.349,0.99
2160,0.616,3.402,0.529
2161,28.789,2.424,0.894
2162,20.948,4.081,0.251
2163,1.744,0.648,0.102
2164,11.607,0.836,0.277
2165,21.959,2.35,0.768
2166,1.614,1.984,0.006
2167,14.517,4.168,0.799
2168,22.67,0.502,0.218
2169,1.222,3.043,0.505
2170,10.464,0.687,0.842
2171,21.223,3.399,0.805
2172,10.495,4.016,0.754
2173,13.966,2.671,0.452
2174,29.736,2.121,0.693
2175,12.492,1.899,0.485
2176,4.847,0.784,0.182
2177,15.146,1.12,0.857
2178,8.618,4.215,0.604
2179,23.971,3.361,0.608
2180,27.107,1.145,0.698
2181,1.69,4.766,0.733
2182,5.837,1.198,0.288
2183,24.761,2.409,0.383
2184,21.064,1.571,0.638
2185,0.108,2.165,0.774
2186,9.246,3.175,0.003
2187,25.969,3.94,0.421
2188,25.32,3.836,0.994
2189,22.754,2.946,0.936
2190,2.095,1.0,0.108
2191,2.959,4.431,0.566
2192,23.306,1.16,0.588
2193,13.976,3.349,0.538
2194,27.406,4.928,0.115
2195,17.409,0.5,0.901
2196,4.837,4.489,0.276
2197,5.898,4.798,0.555
2198,15.439,1.435,0.512
2199,3.903,1.347,0.082
2200,18.694,3.631,0.527
2201,5.761,4.123,0.153
2202,21.702,2.963,0.677
2203,15.086,2.374,0.122
2204,1.374,3.864,0.384
2205,27.222,3.861,0.784
2206,20.027,3.997,0.333
2207,25.289,3.777,0.551
2208,17.249,4.748,0.049
2209,0.586,0.631,0.211
2210,3.164,4.878,0.626
2211,5.521,4.935,0.443
2212,8.606,1.438,0.776
2213,23.873,2.145,0.395
2214,28.234,4.318,0.971
2215,12.329,4.154,0.014
2216,25.062,0.634,0.864
2217,6.563,1.053,0.96
2218,12.904,4.159,0.74
2219,22.36,1.653,0.48
2220,11.993,1.523,0.98
2221,4.991,0.65,0.807
2222,21.921,4.805,0.243
2223,21.463,3.253,0.39
2224,1.321,3.17,0.348
2225,20.304,0.848,0.726
2226,12.686,1.084,0.741
2227,29.842,4.158,0.751
2228,28.916,1.073,0.68
2229,14.158,3.624,0.728
2230,25.07,3.639,0.862
2231,18.309,2.733,0.865
2232,24.765,0.813,0.061
2233,26.461,4.885,0.184
2234,16.367,4.356,0.685
2235,2.307,0.621,0.368
2236,6.725,2.999,0.716
2237,8.835,2.448,0.413
2238,9.922,1.1,0.97
2239,12.826,1.142,0.692
2240,14.947,3.983,0.655
2241,20.633,3.926,0.763
2242,3.019,4.243,0.759
2243,23.67,0.579,0.947
2244,23.008,1.499,0.216
2245,16.775,1.97,0.302
2246,26.782,1.5,0.732
2247,0.594,0.685,0.976
2248,15.538,4.595,0.263
2249,9.635,4.239,0.332
2250,16.584,2.113,0.832
2251,10.973,4.967,0.944
2252,8.362,4.452,0.125
2253,29.108,0.996,0.428
2254,2.905,0.881,0.124
2255,19.416,4.429,0.844
2256,16.966,4.647,0.535
2257,12.078,3.734,0.052
2258,12.255,1.853,0.218
2259,20.331,3.579,0.544
2260,19.169,3.173,0.73
2261,18.875,4.623,0.65
2262,13.432,2.203,0.189
2263,26.384,1.82,0.006
2264,20.218,2.672,0.032
2265,6.83,1.46,0.14
2266,0.837,1.194,0.885
2267,16.106,2.486,0.227
2268,16.014,3.13,0.106
2269,19.592,1.164,0.29
2270,21.114,4.591,0.606
2271,20.918,2.792,0.231
2272,25.531,1.157,0.47
2273,11.359,3.116,0.421
2274,16.397,3.529,0.267
2275,9.877,4.148,0.119
2276,26.202,2.302,0.287
2277,12.056,4.241,0.313
2278,1.791,4.23,0.962
2279,28.605,4.197,0.336
2280,24.18,1.443,0.477
2281,27.797,0.857,0.768
2282,16.872,4.64,0.942
2283,25.985,1.416,0.807
2284,1.563,0.863,0.345
2285,0.449,2.582,0.344
2286,19.844,3.296,0.757
2287,13.081,1.775,0.463
2288,9.466,4.981,0.074
2289,29.19,1.3,0.374
2290,7.331,1.582,0.239
2291,22.368,3.19,0.156
2292,18.827,1.601,0.696
2293,5.681,2.524,0.918
2294,7.896,3.149,0.34
2295,0.349,2.183,0.852
2296,10.763,2.124,0.954
2297,23.628,0.509,0.31
2298,4.024,1.504,0.099
2299,4.216,4.772,0.73
2300,29.677,2.061,0.305
2301,8.031,2.861,0.246
2302,7.965,3.21,0.22
2303,22.87,2.265,0.307
2304,19.516,0.605,0.716
2305,22.222,1.779,0.94
2306,19.377,2.2,0.168
2307,6.59,4.708,0.2
2308,6.712,4.251,0.109
2309,2.342,0.543,0.635
2310,22.114,3.492,0.797
2311,9.06,4.054,0.809
2312,14.492,1.309,0.366
2313,24.191,4.275,0.067
2314,27.681,2.143,0.577
2315,20.991,1.165,0.547
2316,0.296,3.027,0.781
2317,7.835,3.247,0.579
2318,17.117,3.313,0.955
2319,22.634,4.007,0.041
2320,26.133,3.01,0.649
2321,2.501,3.181,0.406
2322,21.608,2.855,0.322
2323,23.32,2.07,0.531
2324,26.314,3.965,0.833
2325,16.708,0.654,0.548
2326,29.48,1.211,0.805
2327,2.748,0.525,0.976
2328,25.134,3.519,0.452
2329,15.699,1.06,0.912
2330,17.433,3.213,0.145
2331,21.316,2.432,0.407
2332,12.076,3.528,0.572
2333,14.161,3.365,0.644
2334,2.228,1.788,0.269
2335,21.663,3.098,0.271
2336,13.441,1.474,0.201
2337,26.225,3.171,0.259
2338,25.837,1.196,0.673
2339,27.999,2.661,0.83
2340,10.791,1.272,0.467
2341,15.432,0.85,0.957
2342,18.664,4.118,0.25
2343,14.065,3.827,0.032
2344,12.304,1.767,0.833
2345,5.08,4.532,0.499
2346,26.777,3.487,0.43
2347,24.93,2.373,0.342
2348,14.904,3.369,0.599
2349,1.448,1.325,0.399
2350,16.918,1.459,0.595
2351,0.167,1.248,0.902
2352,3.47,1.66,0.073
2353,21.164,2.486,0.614
2354,25.015,2.702,0.553
2355,13.384,0.953,0.079
2356,9.257,3.429,0.369
2357,20.778,2.666,0.409
2358,28.679,2.967,0.665
2359,20.69,0.698,0.275
2360,19.691,4.926,0.907
2361,29.379,3.9,0.316
2362,6.522,2.535,0.129
2363,18.268,4.758,0.384
2364,16.779,2.394,0.277
2365,20.697,0.755,0.343
2366,25.281,1.727,0.898
2367,22.848,2.525,0.892
2368,12.417,1.123,0.116
2369,23.773,2.361,0.738
2370,25.492,1.946,0.738
2371,4.406,2.412,0.546
2372,18.162,4.139,0.507
2373,2.051,2.975,0.228
2374,24.721,3.254,0.238
2375,28.84,2.852,0.805
2376,17.316,2.005,0.451
2377,6.815,1.814,0.538
2378,23.509,1.893,0.082
2379,23.272,4.253,0.198
2380,10.952,4.877,0.984
2381,17.629,0.551,0.415
2382,9.765,2.191,0.85
2383,2.619,0.514,0.653
2384,4.926,2.3,0.357
2385,19.256,1.04,0.918
2386,23.327,4.324,0.16
2387,27.022,1.675,0.202
2388,3.378,0.679,0.439
2389,0.279,4.646,0.367
2390,3.131,1.619,0.43
2391,28.314,3.517,0.809
2392,26.046,2.817,0.331
2393,6.541,1.856,0.317
2394,3.104,3.192,0.698
2395,24.75,2.309,0.261
2396,29.254,1.033,0.628
2397,21.868,2.168,0.683
2398,29.182,4.065,0.658
2399,4.345,1.773,0.974
2400,17.831,3.27,0.044
2401,0.906,3.902,0.175
2402,29.243,4.199,0.401
2403,16.173,4.382,0.502
2404,16.374,3.748,0.624
2405,20.622,4.196,0.215
2406,27.812,1.203,0.608
2407,7.082,4.078,0.47
2408,4.417,3.474,0.103
2409,13.303,2.051,0.352
2410,12.346,3.229,0.04
2411,7.543,4.985,0.512
2412,21.766,4.534,0.235
2413,24.824,2.279,0.432
2414,16.643,1.361,0.825
2415,21.983,1.271,0.154
2416,6.617,4.145,0.365
2417,22.343,3.486,0.254
2418,27.002,2.64,0.709
2419,22.785,2.101,0.661
2420,16.947,1.885,0.112
2421,12.968,2.773,0.864
2422,18.424,1.871,0.991
2423,27.39,0.943,0.506
2424,13.149,3.755,0.054
2425,9.019,1.978,0.92
2426,9.384,4.973,0.674
2427,20.331,1.749,0.986
2428,28.962,1.779,0.849
2429,18.788,1.865,0.972
2430,7.524,1.631,0.348
2431,12.391,1.877,0.486
2432,20.94,0.726,0.257
2433,16.767,4.696,0.324
2434,3.851,1.113,0.029
2435,13.831,1.335,0.82
2436,8.942,2.425,0.088
2437,14.996,4.581,0.585
2438,11.182,0.95,0.38
2439,10.437,3.306,0.078
2440,8.722,4.3,0.778
2441,4.936,2.695,0.977
2442,19.038,0.942,0.799
2443,0.862,3.379,0.942
2444,16.704,1.349,0.748
2445,15.707,0.929,0.214
2446,19.085,1.401,0.074
2447,20.36,1.713,0.388
2448,20.782,4.797,0.236
2449,5.313,4.918,0.014
2450,29.946,2.37,0.786
2451,29.767,2.434,0.087
2452,12.231,2.642,0.92
2453,12.772,3.343,0.977
2454,1.231,1.401,0.044
2455,23.116,1.811,0.788
2456,16.497,1.425,0.203
2457,10.707,1.379,0.489
2458,4.265,4.574,0.293
2459,7.762,0.673,0.236
2460,28.221,3.289,0.302
2461,1.341,0.934,0.47
2462,16.671,2.539,0.172
2463,8.373,2.534,0.885
2464,7.707,3.34,0.989
2465,5.465,3.06,0.039
2466,9.47,3.901,0.289
2467,12.697,0.839,0.79
2468,3.785,1.876,0.477
2469,20.88,2.097,0.855
2470,18.888,3.168,0.421
2471,27.317,2.115,0.715
2472,28.362,4.529,0.057
2473,2.856,2.054,0.896
2474,8.786,0.606,0.822
2475,26.54,1.335,0.695
2476,28.751,0.941,0.342
2477,13.036,1.305,0.827
2478,16.255,0.668,0.912
2479,4.752,3.053,0.493
2480,3.254,4.372,0.736
2481,1.267,3.106,0.625
2482,11.021,4.865,0.673
2483,19.505,1.004,0.47
2484,26.24,1.019,0.017
2485,21.715,2.993,0.305
2486,12.041,3.327,0.335
2487,27.25,2.246,0.517
2488,9.317,1.487,0.358
2489,28.978,2.855,0.418
2490,8.973,0.694,0.258
2491,7.336,1.996,0.031
2492,29.874,2.168,0.373
2493,18.227,0.686,0.858
2494,4.573,3.412,0.855
2495,22.123,1.57,0.829
2496,26.893,2.926,0.561
2497,8.986,0.647,0.266
2498,10.194,3.609,0.123
2499,4.32,1.229,0.774
2500,14.583,2.135,0.399
2501,5.598,0.985,0.018
2502,12.257,0.596,0.715
2503,16.549,0.696,0.466
2504,15.368,0.649,0.378
2505,16.133,2.889,0.555
2506,10.239,4.424,0.88
2507,8.658,1.019,0.151
2508,7.724,4.715,0.456
2509,3.586,3.238,0.976
2510,12.886,3.354,0.978
2511,16.914,4.242,0.071
2512,4.568,1.407,0.87
2513,26.766,2.915,0.009
2514,22.236,2.123,0.492
2515,22.821,3.363,0.811
2516,20.039,3.622,0.223
2517,8.057,4.133,0.497
2518,0.46,2.433,0.286
2519,0.681,3.305,0.347
2520,17.393,4.885,0.203
2521,12.12,4.027,0.131
2522,15.778,1.387,0.649
2523,25.626,2.435,0.843
2524,21.517,2.895,0.433
2525,12.815,2.274,0.966
2526,28.495,2.265,0.028
2527,9.347,0.698,0.888
2528,14.22,2.528,0.591
2529,13.859,1.367,0.105
2530,13.063,2.369,0.754
2531,29.455,2.608,0.746
2532,4.123,4.575,0.786
2533,22.188,3.856,0.964
2534,7.618,2.24,0.023
2535,19.654,1.19,0.354
2536,24.372,1.985,0.712
2537,20.922,4.105,0.458
2538,12.764,1.35,0.651
2539,15.203,2.119,0.963
2540,4.856,4.309,0.799
2541,23.825,4.856,0.621
2542,25.656,2.763,0.565
2543,16.298,3.835,0.537
2544,19.764,1.199,0.137
2545,20.253,1.575,0.134
2546,27.244,1.507,0.977
2547,9.715,4.884,0.298
2548,3.435,2.662,0.135
2549,6.501,4.24,0.745
2550,1.143,4.996,0.302
2551,14.365,4.862,0.723
2552,29.253,4.863,0.684
2553,1.508,0.729,0.6
2554,10.513,3.33,0.225
2555,3.953,0.828,0.842
2556,9.656,1.846,0.147
2557,22.545,1.937,0.406
2558,19.846,2.952,0.448
2559,2.952,4.737,0.94
2560,0.697,3.431,0.298
2561,15.609,2.048,0.441
2562,9.78,1.182,0.06
2563,13.128,2.198,0.133
2564,28.411,0.753,0.762
2565,28.053,2.607,0.06
2566,22.41,3.315,0.866
2567,3.426,2.66,0.197
2568,23.501,4.517,0.486
2569,21.211,3.453,0.2
2570,18.368,3.032,0.707
2571,18.763,2.396,0.962
2572,1.247,3.358,0.739
2573,3.091,3.177,0.237
2574,2.375,3.76,0.256
2575,12.169,1.193,0.656
2576,20.638,4.478,0.696
2577,9.075,3.45,0.884
2578,24.142,3.424,0.514
2579,29.412,3.097,0.153
2580,24.224,4.882,0.823
2581,14.449,1.316,0.274
2582,25.055,4.398,0.484
2583,0.568,1.892,0.217
2584,26.561,2.649,0.111
2585,7.265,1.947,0.92
2586,25.451,1.701,0.927
2587,8.708,3.681,0.687
2588,8.296,0.804,0.266
2589,13.978,2.547,0.205
2590,16.029,4.157,0.732
2591,18.059,4.274,0.167
2592,28.016,3.183,0.913
2593,26.962,3.693,0.46
2594,24.129,3.536,0.689
2595,23.623,2.636,0.518
2596,19.349,3.928,0.172
2597,3.765,3.651,0.753
2598,22.219,4.832,0.793
2599,6.841,3.879,0.36
2600,3.167,4.497,0.894
2601,10.805,0.975,0.437
2602,17.052,0.602,0.354
2603,2.955,3.544,0.734
2604,14.349,3.754,0.669
2605,8.775,1.056,0.743
2606,1.094,2.33,0.301
2607,25.691,0.689,0.907
2608,25.475,4.579,0.453
2609,6.211,1.807,0.477
2610,4.49,3.511,0.72
2611,2.811,3.236,0.154
2612,2.658,1.862,0.909
2613,14.104,4.648,0.726
2614,4.096,4.516,0.75
2615,20.522,3.351,0.082
2616,3.991,3.895,0.619
2617,8.179,1.286,0.532
2618,23.997,4.272,0.507
2619,4.953,3.838,0.71
2620,28.846,2.522,0.399
2621,17.302,4.908,0.944
2622,7.058,2.298,0.615
2623,29.209,2.874,0.098
2624,8.719,2.053,0.117
2625,13.576,0.951,0.66
2626,10.87,2.87,0.736
2627,0.803,1.306,0.341
2628,6.11,2.02,0.947
2629,24.539,0.889,0.643
2630,8.135,4.661,0.918
2631,15.393,0.682,0.072
2632,21.177,2.298,0.99
2633,1.857,4.919,0.024
2634,28.278,0.769,0.944
2635,12.105,0.777,0.609
2636,12.695,1.716,0.426
2637,4.726,0.703,0.883
2638,9.01,1.396,0.791
2639,26.812,2.35,0.321
2640,27.498,3.029,0.289
2641,9.69,4.779,0.979
2642,3.044,4.851,0.418
2643,19.031,1.974,0.171
2644,23.982,2.356,0.773
2645,2.664,1.194,0.831
2646,1.077,3.982,0.631
2647,17.545,3.908,0.844
2648,7.673,4.992,0.432
2649,26.222,1.301,0.103
2650,18.736,1.362,0.595
2651,28.882,1.734,0.757
2652,24.741,4.945,0.071
2653,22.041,3.163,0.951
2654,21.914,1.699,0.48
2655,9.951,2.316,0.783
2656,10.922,3.54,0.556
2657,13.74,0.978,0.538
2658,16.561,2.338,0.306
2659,28.014,2.843,0.155
2660,23.125,0.906,0.801
2661,19.697,2.782,0.05
2662,24.695,4.122,0.932
2663,0.163,1.778,0.624
2664,21.57,3.482,0.779
2665,13.594,1.515,0.87
2666,18.193,0.886,0.112
2667,5.017,1.168,0.964
2668,20.598,4.57,0.44
2669,14.407,1.492,0.513
2670,14.922,3.843,0.149
2671,18.011,3.533,0.202
2672,11.16,2.472,0.064
2673,11.273,2.093,0.548
2674,15.866,3.698,0.695
2675,12.643,1.043,0.596
2676,0.211,3.693,0.935
2677,21.692,2.69,0.97
2678,17.437,2.51,0.801
2679,15.886,3.332,0.356
2680,22.075,2.376,0.915
2681,11.246,4.674,0.171
2682,25.608,3.797,0.081
2683,24.153,2.611,0.506
2684,28.645,3.718,0.931
2685,11.991,3.736,0.209
2686,19.395,2.38,0.464
2687,13.28,2.785,0.117
2688,28.707,3.497,0.564
2689,3.083,3.094,0.11
2690,3.494,2.8,0.813
2691,1.959,4.374,0.576
2692,0.21,4.571,0.969
2693,13.534,1.626,0.148
2694,24.244,2.112,0.465
2695,11.1,1.032,0.694
2696,27.693,3.944,0.415
2697,19.354,4.748,0.842
2698,17.201,4.064,0.222
2699,29.375,2.701,0.056
2700,0.272,2.935,0.21
2701,24.468,2.844,0.487
2702,7.018,1.526,0.22
2703,26.265,2.228,0.56
2704,14.988,1.812,0.938
2705,2.519,3.1,0.186
2706,5.709,2.217,0.066
2707,29.943,0.724,0.961
2708,2.068,3.064,0.393
2709,11.009,3.392,0.488
2710,6.579,3.482,0.663
2711,17.287,2.63,0.4
2712,8.386,4.195,0.758
2713,26.328,2.755,0.27
2714,21.144,0.568,0.286
2715,22.659,3.027,0.109
2716,6.85,1.682,0.319
2717,26.629,4.789,0.106
2718,22.91,0.688,0.085
2719,3.139,3.428,0.975
2720,19.746,3.283,0.175
2721,20.342,4.791,0.372
2722,7.315,4.471,0.339
2723,11.085,4.335,0.559
2724,3.7,2.71,0.74
2725,0.045,1.862,0.79
2726,29.639,2.313,0.11
2727,29.682,4.912,0.827
2728,14.984,4.242,0.489
2729,8.969,2.141,0.187
2730,25.525,3.616,0.075
2731,24.502,1.595,0.355
2732,19.291,1.473,0.165
2733,5.019,2.725,0.43
2734,15.592,1.463,0.062
2735,29.559,4.724,0.86
2736,7.816,0.811,0.58
2737,19.193,1.508,0.207
2738,1.883,0.831,0.1
2739,28.576,0.896,0.849
2740,15.157,1.803,0.474
2741,0.744,1.187,0.108
2742,26.924,0.923,0.087
2743,6.073,3.836,0.909
2744,26.517,0.992,0.172
2745,9.645,4.991,0.066
2746,26.419,3.56,0.333
2747,29.588,4.133,0.707
2748,21.455,0.779,0.037
2749,26.715,2.893,0.64
2750,18.519,4.87,0.564
2751,24.074,3.505,0.006
2752,15.895,1.258,0.517
2753,12.389,1.279,0.317
2754,6.184,2.147,0.084
2755,25.84,4.438,0.313
2756,10.23,2.592,0.803
2757,13.461,3.07,0.502
2758,7.148,0.979,0.946
2759,13.802,1.522,0.473
2760,10.403,4.823,0.431
2761,5.504,1.48,0.179
2762,11.78,1.559,0.441
2763,11.623,4.864,0.575
2764,22.574,1.921,0.434
2765,4.973,4.479,0.476
2766,8.579,1.33,0.238
2767,23.585,2.37,0.77
2768,19.314,4.621,0.25
2769,2.21,2.197,0.745
2770,18.313,3.28,0.742
2771,9.564,1.53,0.047
2772,11.06,3.437,0.614
2773,28.632,0.637,0.52
2774,25.701,3.726,0.727
2775,28.242,0.903,0.497
2776,3.937,4.84,0.618
2777,17.869,2.301,0.024
2778,1.828,2.185,0.669
2779,17.89,1.373,0.941
2780,8.628,1.285,0.442
2781,2.793,4.612,0.538
2782,27.977,4.103,0.983
2783,20.374,4.473,0.672
2784,0.395,0.999,0.3
2785,24.162,3.204,0.891
2786,0.954,3.699,0.25
2787,25.727,4.187,0.887
2788,13.376,3.139,0.706
2789,5.599,1.822,0.375
2790,12.618,2.385,0.443
2791,17.61,1.172,0.876
2792,17.636,1.039,0.654
2793,6.555,0.506,0.785
2794,8.384,4.332,0.573
2795,3.265,1.848,0.054
2796,9.497,4.248,0.174
2797,6.159,1.947,0.893
2798,29.634,1.957,0.553
2799,0.247,4.606,0.265
2800,27.441,4.003,0.337
2801,12.448,2.478,0.78
2802,9.135,0.651,0.666
2803,1.661,3.636,0.389
2804,29.314,2.145,0.944
2805,27.243,1.775,0.1
2806,20.285,4.512,0.412
2807,15.713,2.574,0.705
2808,11.828,1.027,0.265
2809,3.342,4.5,0.531
2810,14.853,1.935,0.15
2811,9.26,3.653,0.625
2812,27.992,3.452,0.396
2813,25.541,3.168,0.392
2814,16.045,1.915,0.966
2815,18.779,4.432,0.317
2816,25.585,4.379,0.482
2817,29.439,2.271,0.453
2818,15.065,2.115,0.697
2819,18.481,2.624,0.638
2820,27.265,2.12,0.504
2821,23.219,1.43,0.802
2822,6.676,2.392,0.298
2823,15.419,1.668,0.322
2824,1.839,3.723,0.966
2825,21.653,4.957,0.316
2826,4.146,2.281,0.968
2827,26.869,1.754,0.765
2828,24.746,3.023,0.565
2829,24.558,4.631,0.496
2830,17.077,4.214,0.933
2831,20.946,3.529,0.074
2832,25.668,1.22,0.286
2833,14.601,4.821,0.339
2834,14.889,2.577,0.283
2835,15.239,0.878,0.145
2836,9.597,1.763,0.632
2837,7.176,2.089,0.624
2838,1.752,1.749,0.783
2839,5.377,2.727,0.825
2840,4.206,4.53,0.424
2841,17.11,0.739,0.78
2842,4.459,3.521,0.499
2843,9.37,1.383,0.902
2844,0.083,1.694,0.141
2845,20.46,3.268,0.69
2846,14.024,2.088,0.308
2847,4.545,2.655,0.94
2848,28.622,1.845,0.32
2849,10.893,1.814,0.684
2850,21.531,0.911,0.391
2851,21.348,3.422,0.623
2852,21.141,3.987,0.628
2853,23.05,4.062,0.982
2854,21.488,3.697,0.629
2855,9.767,3.541,0.166
2856,11.096,1.028,0.35
2857,11.511,2.641,0.662
2858,23.275,4.277,0.238
2859,9.677,3.124,0.514
2860,4.374,0.98,0.319
2861,8.983,0.564,0.043
2862,20.046,4.818,0.464
2863,22.642,4.136,0.296
2864,22.943,4.09,0.842
2865,16.607,1.408,0.006
2866,7.361,0.627,0.016
2867,20.979,3.535,0.783
2868,24.754,1.144,0.062
2869,7.121,4.183,0.509
2870,23.804,3.713,0.141
2871,28.317,1.997,0.545
2872,15.954,3.953,0.55
2873,3.227,1.973,0.057
2874,28.524,1.139,0.135
2875,29.603,2.798,0.737
2876,2.583,3.046,0.338
2877,13.66,3.905,0.708
2878,14.482,3.453,0.768
2879,11.862,3.61,0.973
2880,21.711,2.379,0.371
2881,22.904,2.106,0.775
2882,17.882,3.273,0.503
2883,10.227,3.335,0.83
2884,0.446,2.174,0.286
2885,10.405,2.271,0.003
2886,18.816,2.254,0.174
2887,4.344,3.215,0.079
2888,26.117,4.667,0.693
2889,7.532,3.804,0.9
2890,20.921,1.519,0.537
2891,8.468,2.713,0.966
2892,13.565,0.972,0.137
2893,17.485,4.408,0.176
2894,26.785,3.357,0.72
2895,10.507,3.582,0.636
2896,13.711,2.209,0.518
2897,2.371,2.489,0.327
2898,12.656,2.577,0.48
2899,8.146,0.952,0.395
2900,25.899,1.292,0.707
2901,11.651,1.502,0.334
2902,24.629,3.492,0.974
2903,26.32,1.489,0.237
2904,15.04,1.0,0.608
2905,21.647,2.914,0.186
2906,25.623,3.719,0.375
2907,27.539,2.36,0.73
2908,29.047,2.565,0.223
2909,21.327,1.37,0.034
2910,12.906,1.426,0.743
2911,16.216,4.406,0.308
2912,14.254,2.167,0.91
2913,12.548,0.559,0.65
2914,17.327,4.963,0.577
2915,28.68,0.931,0.159
2916,7.528,2.141,0.145
2917,28.991,0.659,0.656
2918,11.066,3.729,0.917
2919,17.428,0.612,0.47
2920,25.961,1.475,0.923
2921,18.631,2.541,0.585
2922,3.539,2.659,0.603
2923,8.408,1.002,0.742
2924,11.442,1.275,0.826
2925,24.895,4.139,0.489
2926,6.237,3.091,0.138
2927,11.295,3.028,0.758
2928,13.284,3.187,0.707
2929,6.389,1.669,0.552
2930,22.248,2.043,0.459
2931,28.065,4.078,0.88
2932,2.56,2.893,0.755
2933,22.242,3.673,0.624
2934,21.574,0.972,0.857
2935,21.898,4.838,0.478
2936,2.398,0.524,0.031
2937,12.783,2.205,0.725
2938,14.614,4.759,0.054
2939,26.594,1.028,0.395
2940,5.647,2.898,0.344
2941,5.12,1.785,0.183
2942,0.34,4.037,0.918
2943,1.226,3.206,0.859
2944,17.77,4.809,0.189
2945,27.469,3.971,0.395
2946,15.099,4.014,0.894
2947,6.258,3.288,0.248
2948,10.594,4.418,0.685
2949,10.284,2.338,0.814
2950,18.031,1.783,0.525
2951,13.092,4.019,0.139
2952,14.908,4.346,0.866
2953,14.358,4.545,0.841
2954,13.072,1.395,0.511
2955,15.583,2.167,0.787
2956,15.892,3.571,0.14
2957,24.945,3.595,0.152
2958,16.979,4.939,0.149
2959,19.024,2.31,0.359
2960,4.58,4.422,0.868
2961,18.701,0.645,0.686
2962,16.452,0.904,0.981
2963,20.03,2.869,0.816
2964,21.129,1.375,0.599
2965,22.347,2.951,0.64
2966,6.269,1.107,0.2
2967,17.241,3.083,0.869
2968,6.537,4.797,0.415
2969,26.062,2.762,0.211
2970,19.325,4.065,0.274
2971,2.61,3.577,0.452
2972,3.309,1.353,0.516
2973,15.365,4.861,0.001
2974,12.237,2.067,0.805
2975,20.815,1.342,0.02
2976,4.635,1.465,0.967
2977,0.782,4.692,0.851
2978,16.195,2.759,0.831
2979,15.995,4.419,0.7
2980,6.855,3.407,0.926
2981,0.188,3.984,0.171
2982,8.282,3.899,0.435
2983,25.454,2.493,0.02
2984,9.543,0.774,0.267
2985,10.039,4.171,0.958
2986,0.112,4.716,0.203
2987,13.158,2.32,0.598
2988,7.579,4.385,0.974
2989,23.716,1.986,0.928
2990,12.93,1.6,0.262
2991,8.33,3.178,0.081
2992,24.02,3.373,0.351
2993,14.072,1.096,0.768
2994,8.489,4.063,0.491
2995,6.058,3.367,0.573
2996,2.701,1.038,0.473
2997,21.648,4.425,0.773
2998,27.449,0.981,0.279
2999,11.655,4.417,0.806
3000,28.153,4.461,0.126
3001,21.017,2.992,0.4
3002,6.861,3.894,0.242
3003,3.772,1.442,0.299
3004,6.661,3.308,0.546
3005,9.816,0.533,0.948
3006,17.36,4.854,0.304
3007,24.261,1.683,0.722
3008,8.906,0.967,0.91
3009,26.281,0.616,0.049
3010,28.774,4.464,0.1
3011,9.807,2.839,0.718
3012,7.2,0.724,0.047
3013,7.636,2.042,0.776
3014,8.974,4.092,0.883
3015,23.898,4.72,0.668
3016,18.166,1.809,0.579
3017,17.19,1.767,0.699
3018,3.449,0.586,0.294
3019,5.956,2.428,0.023
3020,6.974,1.267,0.959
3021,29.007,4.878,0.351
3022,21.954,3.466,0.157
3023,21.103,1.831,0.09
3024,0.365,4.404,0.063
3025,0.664,1.701,0.562
3026,17.177,4.857,0.232
3027,6.189,1.58,0.728
3028,24.082,4.337,0.271
3029,5.652,0.847,0.835
3030,1.789,3.906,0.967
3031,25.388,0.676,0.317
3032,6.247,3.756,0.923
3033,22.081,1.215,0.118
3034,11.621,3.419,0.493
3035,18.016,4.036,0.615
3036,22.015,2.921,0.796
3037,3.263,0.887,0.235
3038,22.079,1.085,0.477
3039,18.187,4.936,0.875
3040,22.027,2.404,0.002
3041,11.474,4.271,0.987
3042,17.694,1.437,0.622
3043,26.519,2.471,0.076
3044,3.668,1.468,0.228
3045,27.544,3.0,0.462
3046,29.052,0.783,0.996
3047,23.734,3.366,0.464
3048,20.122,0.79,0.06
3049,15.822,2.674,0.785
3050,28.998,0.62,0.67
3051,21.229,3.273,0.388
3052,13.237,4.461,0.66
3053,29.973,3.916,0.401
3054,26.092,3.626,0.281
3055,2.391,1.585,0.86
3056,4.037,4.442,0.624
3057,2.349,2.264,0.829
3058,25.621,4.391,0.089
3059,2.038,1.629,0.76
3060,27.366,2.466,0.856
3061,21.866,2.259,0.441
3062,11.648,3.825,0.334
3063,10.029,1.843,0.308
3064,9.429,4.306,0.746
3065,15.258,3.351,0.341
3066,16.963,3.092,0.652
3067,10.129,1.609,0.281
3068,26.799,0.743,0.483
3069,11.125,2.149,0.892
3070,5.941,0.643,0.447
3071,15.639,1.355,0.735
3072,17.147,1.765,0.87
3073,24.092,4.818,0.462
3074,29.504,0.611,0.727
3075,29.808,3.74,0.274
3076,22.708,1.892,0.859
3077,20.112,1.818,0.963
3078,9.804,1.131,0.215
3079,11.922,3.685,0.465
3080,19.92,3.539,0.219
3081,24.553,1.625,0.676
3082,10.939,3.462,0.965
3083,29.548,4.976,0.055
3084,25.059,3.073,0.633
3085,29.132,2.448,0.307
3086,26.836,2.823,0.902
